text	sentiment
JonFavreau movie chef so original amp well executed Reminded me of the days Steve Jobs dreaming up apple and then created the iPhone	1
AAPLBuzz Stocks Apple Inc AAPL RadioShack Corporation and dELiAs IhttptcoOgEzr09gUL	0
DelenaNian4eva Apple chill?	0
My fix for syncdefaultsd crashing every five minutes and losing preference settings keep System Preferences open Apple	-1
Apple was fighting a never ending battle against hackers of iTunes says chief Eddy Cue in antitrust trial httptcoOlmqSV8R0H	0
Guys at Apple is this serious? Yosemite full of stupid and ugly bugs Feeling sad cc timcooktherealjonyive httptco42Mjc3SsJE	-1
New Apple Apple iPhone with 4in screen for one Sunday 7 December httptcocBdPX3qCVh	0
I have to be honest My once great fanaticism for Apple is turning into an equally great dislike	-1
my iphone 6 FINALLY came after almost 3 weeks dont think Ill forget this apple	-1
YouTube Apple TV App Updated With Streamlined Interface Video Advertisements httptco6AzEBmp83T AAPL	0
"Apple Plans to Launch iPhone 6 Mini Version in 2015  AAPL aapl
httptcoCIvVif64xC"	0
Danger* but ok Apple wanna fuck with me	-1
iPhone6 sales success gives Apple Apple best ever UK market position Thursday 4 December httptcoHfvAuOzsoX	1
"iPhone 7 Release Date With Top 10 Most Needed Features AAPL aapl
httptco6jmAQkj3rj"	0
Apple TV fades away in streaming video player market  Apple vod streaming httptco5jYgtiCWlc	-1
Apple there isnt a puke emoji Im pissed fix it fat	-1
GriffinNW Apple tacobell I love you tacobell!	1
Attn Apple   Buy these guys amp make AppleTV what it should be Fan TV Heads for the exit   httptcomCPfhvKilJ via pkafka	0
Apple Is Warming Up To Social Media Apple is hiring a social media guru in LA Will Apple finally tweet?Her httptcolXnHXmdt9S	0
NevBackwoods exactly Come on apple  other phone companies get yo shit together	-1
The difference between Apple and everyone else in one photo httptcoRXaKDAJrwm via qz	0
"RT JPDesloges Apple to launch 4inch iPhone next year Report AAPL aapl
httptcox3lzm9bOoM"	0
AAPLIn Their Own Words Investor Robin Chan Talks About Xiaomis Lei JunhttptcokwkPByJ4p7	0
Khloe Kardashian has a black iPhone 6 but I still dont have mine??? Apple whats going on huh? picking favorites? you biased fucks	-1
"UBS Says Consensus on December Quarter Apple  iPhone Units Could be 10 Low AAPL aapl
httptcowao7GqQ411"	0
Apple iSchool? httptcoCMo0TsbHpI education applenws	0
Props for apple iTC App Review Team for reviewing metadata rejected resubmission in just 2 hours! Thanks!	1
marxculture AppleUK Apple ugh Im no longer a dev remember? I now wear a suit Oh wait I dont like suits  Yeh Ill probly do it	0
apple IOS8 is still shit	-1
Apple Apple Loop iPhone6S Rumors Steve Jobs Garage Myth iPhone 6C Speculation Saturday 6 December httptcokZ27zJxqhf	0
RT nicwill30 Shout out to Apple for making crappy iPhone alarms that dont go off and make me late for my final	-1
The only reason I have an iPhone is because of iMessage apple BRUH make a better battery	-1
Verr?cktes Ger?cht iPhone6s zum Apple Apple Watch Wednesday 3 December httptcomSMQYRTUTO	0
Thanks for pushing me into yosemite apple it has been the WORST so slow and clunky cantgoback misssnowleopard whathappened	-1
apple make SD cards so we can add memory to our iPhone because we all know you wont allow SD cards until you profit from it	-1
Apple announces its top apps of 2014 Did your favourite app make the list? via mashable AppStore2014 httptcorAaX3Wp3q2	0
RT DecodedFashion Apple is reportedly hiring fashionfocused staff for its physical stores httptcoZoOnR3u5zV FTDaily FashionTech	0
"Why Apple Watch May Be a Luxury Fashion Hit  AAPL aapl
httptcoe8PoX8RNyx"	0
Steve Wozniak Says Apple Starting In Garage Is A Complete Myth stevewoz httptcoJyAtqxYwha httptcoEaBOxjAoFd	0
Here are the top apps for the iPhone according to apple httptco6gzv72TrNY technologya	0
FastCoExist If you use Apple congrats you just gave the government permission to spy on you  Apple	-1
HATE APPLE SO MUCH RUIN MY LIFE	-1
We need more products like Aviate Companies like BlackBerry amp Apple need to embrace the customization of quality themes	0
Foreign Currency Exchange May Be A Headwind For Apple AAPL httptcoHH6LjnOq0x	0
RT QueenCleo92 Why are your phone chargers so terrible apple Fix this Jesus	-1
CNBCTV  Apple top execs take stand aapl httptcoIeWlOOLdER	0
Why do you hate business so much Apple?	-1
why does Apple take so long to send you the password reset email ipod apple soslow	-1
apple I hate the microphone shit on the imessage please take it the fuck off	-1
Square Launches iOS App for Food Delivery Service Caviar iOS Blog httptcol9uaXkPbxU AAPL	0
Got new cases  apple applestore citycreek slc citycreek apple applestore red  httptcoeiT3tsudcu httptcoBPaOYLImcR	0
Rumors Surface for Apple Apple iPhone6S and iPhone7 in 2015 Wednesday 3 December httptcodC5O4hRKNn	0
Just had to buy a replacement phone charger for my sons iPhone 40 Thats why Ill never buy and apple product for myself Just greedy	-1
Since when did apple stop replacing iPhone units due to defect? Just because I have some scratches on my phone doesnt mean I dropped it	-1
Apple lol Yea bro	0
Barclays Apple Analyst Joins The Crowd And Increases Price Target  Forbes aapl httptco6Z1DwxeCpE	0
7 awesome paid iPhone and iPad apps that are free for a limited time via BGR aapl httptcoAAAkSIIgP0	1
OneRepublic Apple Ooh my god	0
"Will Apple Incs Profit Margin Continue Upward? AAPL aapl
httptcomK7jx2SlhF"	0
Hey Apple what the hell is this hahaha httptcor1Uspl8dHn	-1
THIS 16GB IS GOING TO KILL ME IM THIS CLOSE TO TAKING A SHIT ON MY PHONE Iphone apple	-1
ProfessorF Apple HP I am a bigger fan of the LGElectronics G Watch R	0
STUPID FUCKING IPHONE CHARGERS ARE STUPID AND BREAK TOO EASY FUCK YOU APPLE	-1
Shout out to Apple for making crappy iPhone alarms that dont go off and make me late for my final	-1
apple fuck you bitches my phones abrick and stuck on the apple logo	-1
Apple iOS8 Notification Center is a pain in the ass No way to sort no way to dismiss all notifications and hitting that x on each app	-1
It took just one month for the iPhone6Plus to become the king of phablets Apple is king! Jobspring technews httptcomAoSN8Hrrs	1
Worst thing I ever did was update the software on my computer This update is trash apple	-1
yea let me just pay 600 dollars for phone so it dies at 30 fix your shit apple	-1
RT saxonidubom rwang0 Apple Thanksthinking of upgrading	1
apple why do your computers like to crash on dead week before finals?	-1
How to save a ton of money when you buy your next iPhone via BGR aapl httptcox35kXHBv0E	0
iPad Mini First Time Startup! httptcovGHN798zzs via youtube apple ipadmini ipad macbook macbookpro startup hipster unbox	0
Most Recent Apple Inc Lawsuit Hurts Share Price httptcoolF6IGu65g AAPL	0
Apple lower following cautious Pac Crest Deutsche notes AAPL CRUS httptcoQeSxIwzUIK	0
caseypieper TheWeldingRoom Apple Monster redbull I heard Monster was the hebrew devil lol	0
Why the fuck is there a recently deleted photo album? Apple	-1
Wtf apple yall shit be cheap httptcojeOimq3HNA	-1
I am feeling creatively stifled by the current emoji selection apple	-1
Apple Opening Advanced RampD Center in Yokohama Japan httptcoRGTBpPywqJ AAPL	0
Every student deserves a chance apple connected txed	0
Is Apple The Most Important Stock On Earth?  httptco1X62rp5R8y aapl httptco3YtD8Iz62i	0
Apple I had a power cord problem under warranty You said it would be fine It isnt And now you wont replace it? httptcofW3BoW53dj	-1
I just had 40 now I have 8 wtf apple	-1
RT QueenCleo92 Why are your phone chargers so terrible apple Fix this Jesus	-1
SheLovesQuez Apple you must not like em	0
So apple wouldnt fix my phone and claims that I didnt tell them to screen was fucked	-1
REPORT Apple Wants Fashion And Luxury Experts To Help Sell The AppleWatch aapl httptcoI1UpTiCF0i httptcororXfmpPSk	0
THEHIITCOACH Well use it But we know that feeling only too well of waiting for your app to be approved by Apple LikeWatchingPaintDry	0
Apple store nyc I am honored to be here travel httptcoJnbCd79z1b	1
Even the Apple NYC flagship store wasnt spared a visit from the EricGarner protests verge httptcoxEuDG7rAN7	0
Early Movers ANF TJX TGT LYV AAPL amp more These are the stocks posting the largest moves before the bell httptcoRwjm3lpzRN	0
Dear Apple all I want for Xmas is for iOS 8 to stop crashing my iPad  Signed Cindy Lou Who of Whoville apple	-1
apple drdre next big thing Wireless earbuds Aka earplugs with sound Soundplugs	0
iMessage isnt working thanks apple	-1
apple DUCK OFF	-1
Todays Show On Demand features LawyerPeteSchulte on PoliceBodyCameras Apple opening in Toledo amp Hot 5 at 5! httptcorKHubWeRjX	0
Dear Amazon if Apple could do it you can too! httptcol9vbG8JXcL	0
wastwater1 l agree with you theyre about as robust as a chocolate fire guard Apple traffordcentre	-1
Not a book on how Apple or Starbucks grow global brands This is your book on how to grow your stickybrand  httptcoaJt29u9Bt1	0
MhDaDon Apple I havent decided yet I might get bourgeois about it	0
"dear apple 

why oh why do I have to baby sit copying files in the POS Finder? its not like copying files is hard oh wait its you"	-1
CHAYILTrading ChartOfTheDay Apple AAPL httptcoQRVLWmGw1Z	0
RT ColtonObrian My phone died on 23 apple what the fuck is this	-1
Apple ! apple httptcotCfTmuauMY	0
whereiscooldude Apple I kind of thought that before hand	0
but when is apple gonna let me italicize	0
Short Menu 31 now live in the apple appstore floschliep	0
What if Apple bought Telsa? Talent is key Cook has access to Musks bright mind on a permanent basis Read more httptconxhkHTGJ4L	0
"RT JPDesloges Apple mass transit system for Maps detailed in new patent AAPL aapl
httptcoYhwWoUBR3Q"	0
waywardhem Apple I totally agree	0
timcook therealjonyive iosissues ios8problems Apple More issues Now safari I want jobs quality control back httptcoW2754JV0dI	-1
agiletortoise Once again apple is inconsistent with app rules to maintain their Plausible Deniability Sorry to hear that Greg draftsapp	-1
Hope Apple amp iOS will allow compact views for 3rd party keyboards like SwiftKey and Swype do on Android	0
just need apple to come out with a charger cord that keep a charge amp dont fall apart httptcoVZ8HDbMzlu	-1
Will Apple and Facebook Crush Google?  The Motley Fool aapl fb goog httptcoMe8RLrIoDf	0
I love my iphone6 apple MobilePhone httptco5AJVSQXGDn httptcokLwBBWIp0o	1
Day 12 without access to my iTunes passwd Apple working on it No new apps or calendar apple ecosystem has achilles? Your move google	-1
Since Steve jobs left this world I have been having problems with my iphone5 ipad2 G5macpro apple is done httptcoE4YLHjtK93	-1
fuck u apple	-1
Feed My Ego Futter Mein Ego iPhone 44S Tough Ca  COMPUTING amp COMMUNICATION  Melasdesign httptcojbVgROMp3p cafepress iphone apple	0
god dammit fuck you apple	-1
RT ppropp Our buddies ArccosGolf are at eye level in the apple store startups ctnext StamfordiCenter nice httptcor3j9yZ5G8u	0
timcook Not happy with Apple AppStore Backwards compatibility should be a given  It is for my other apps why not Aperture?? Money Grab?	-1
Apple store on 5th ave httptcooIxg0YpFn9	0
Here are SFBJEditor 5 things to know today including who is hoarding the Apple iPhone6 httptcolwacRDp3vU	0
MacRumors kellyhodgkins I believe it I bought an amazon Fire TV for 69 Apple Youve lost another customer	-1
TMOBILEIPHONE LTE PHONE CALL WORKAROUND httptcorctGxbHpJH iPhone6 TMobile Apple apple tech smartphone httptconBlIiAW1JU	0
The 10 Most Important Differences Between Macs And PCs aapl httptcovSxUcX6vyx httptco97huQ31qPT	0
Apple Sales IMac 24inch 2007 updated with Yosi great family device refurbished ?33000 3 Month Warranty httptcohJ3fM4MxmN	0
Morgan Stanley Sells Apple Inc but AAPL Stock Still a Buy aapl stock news Morgan Stanley Sells Apple Inc httptcoQ20LTF26Uz	0
RT abdinsyakirin apple  Hey you wanna use iFon Siks? Jas follow rizalscandal and u will get it! 	0
"In emails Jobs determined to keep iPod Appleonly  AAPL aapl
httptcoJwK4grA7Zq"	0
Steve Jobs Predicted Future Of ECommerce Back In 1996 amp Got It Exactly Right! httptcow7q2G2SCbH via sai ecommerce AAPL	1
pwilke google Apple facebook ughhhh can uber just see itself out already	0
IM SICK OF YOUR FUCKING SHIT apple	-1
"EU Nice iPhone ya got there Pity if something were to happen to it
httptcovpn1gWZi2r Apple applenws iPhoneNews"	0
I could really kick apple s ass This iPhone 6 battery sucks moldy dick on a Tuesday night ! Worst shit ever Only last 4 fucking hours	-1
RT unstanningzarry my phone keeps fucking freezing apple	-1
MasterCard Teams Up With Gwen Stefani to Promote Apple Pay and Priceless Surprises httptco8SqKEuVjp5 AAPL	0
Apple USE THIS 4 UR NEXT AD funconvo httptcorjPyqmFlWa	0
"RT RepublicanPriv OneRepublic Apple Take us down and we keep trying
Forty thousand feet keep flying"	0
JMP raises Apple price target from 130 to 150 reasons why here httptcoXOTExD9Y4o  JMP AAPL Stocks WallStreet	0
Apple patents new reflex drop technology for Mobile deviceslearn how this could come in handy MobileDose httptcoBSGtvfPc5B	0
dear Apple get your shit together	-1
Apple Pay  Compuserve  BTC  the internet	0
Loving my apple iPhone6Plus even though Ive hyperextended my thumb reaching for the top Apps thestruggleisreal	1
Could Apple Inc Sell 24 Million AppleWatches in 2015?  The Motley Fool aapl httptcoJA0hy8d4U3	0
 apple why is my computer so slow	-1
Apple Apples IPhone6Plus captures Christmas at the White House Friday 5 December httptco4EXisKMcMV	0
Apple Hiring Maps Engineer to Work on Improved Community Crowdsourcing SiriPassbook Integration httptco0zAAAPH873 AAPL	0
First Apple employee The remarkable odyssey of Bill Fernandez via techrepublic  httptcoKj4GDYMrqw	0
AAPL5 companies growing faster than Applersscnncom~rrssmoneylatest~3n1Ps4CmqWL4indexhtml	0
"Apple 115 fits to 84 increase in earnings Use 2014Q3 EPS142 in  free IOS App Donkey Stocks AAPL
httpstco8CBUgrEHZS"	0
Jman98jlb San0529 my phone does it automatically for some reason Kinda dumb Thanks Apple	-1
dang this phone fuckin sucks fuck you apple!!! piece of shit iPhone man yall disappoint me	-1
My phone died at 8 why would you let this happen apple?	-1
apple iBooks is awesome Thank You!	1
In case of accident stay safe with our free Apple app Winnipeg httptcowYJVGqW6qT	0
dougluberts drakecraytel Apple it is a universal problem with 128gb models Some people think there will be a total recall	-1
AAPLExchange iPhone for Passport and Receive Up to 550httptcodIskJKI4Ch	0
apple and VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh	-1
Updated to Yosemite on two machines Both are now painfully slow Thanks Apple	-1
sacca If simplicity was hard to charge for why is AAPL the most valuable company? ipad	0
Ha poor apple trying to make its iPad and MacBook look useful in its commercials Not even close to the power of surface Pro 3	-1
Jeff Daniels in Talks to Play Former Apple CEO John Sculley in Aaron Sorkins Steve Jobs Movie Mac Blog httptcoqg1CP2ozaW AAPL	0
Were so excited to be named to Apples App Store Best of 2014 list this year! httptcod7qlmti4Uf Apple	1
Is there ever going to be a moment yall are going to fix the battery? Mine goes from 100 to 22 in an hour apple	-1
Apple in the Dock 1 Billion Antitrust Claim Casts SteveJobs as Conspirator aapl httptcoqZaTiTlR26	-1
Tim Cook Shows Off Apple Watch to Chinese Internet Official Discusses Security Issues httptco4nrcjqs75m AAPL	0
Econsultancy on Apple the customer journey from search to checkout httpstcowKiiSW3oS6 CX UX ecommerce casestudy	0
HOW TO Make a realistic songlength drum track using apple Logic Pro X Drummer httptco5o26s4ZrqC ProAudio httptcoPNlkoLdie6	0
apple verizon where the fuck is my phone it shouldnt take this long	-1
Happily apple restored my faith in them today at their Arndale Store following my earlier complaint	1
jengolbeck Apple introducing iGlove an Apple product allowing one to singlehandedly operate an iPhone 6	0
Phone just died while it was plug in apple what the hell?	-1
AAPLApples iPhone 6 China Unicom LeadTimeshttptcoUGTZfd2Huj	0
"OneRepublic Apple Hahha All Apple Users have the Same Problem 

Low Batteries"	-1
Lets go shopping!!! apple httptcouTFUHuoJIi	1
jakeflem Apple Try booting while holding Command R and see if you can do a disk repair	0
Steve Wozniak on Apple the Computer Revolution and Working With SteveJobs  Businessweek aapl httptcoDvUBLAZ9x4	0
iPhone5s is the best mobile that I have had Thats easy It is only that works and It is wonderfull! Thanks apple timcook	1
Watch the weekends new TV ads from RadioShack Apple and more httptcocKdkibI6PL	0
kaitlynpearle Apple get android	0
"RT elnuevoherald Steve Jobs clave en juicio contra Apple 
httptcoIcEOFgkm1q httptcoeDiR5Mahxn"	0
So Apple just gave me a huge middle finger to the face	-1
stevewoz Outback Its good to see you doing these videos on apple ii and doing possible apple related projects is all very exciting	1
"iPhone 6 Shipping Times Drop to 35 Days AAPL aapl
httptco7BU5WzQ1EE"	0
Lol dying apple httptcoEP8hQb2O2H	0
OneRepublic Studio at 45000 ft  One outlet  4 computers  Apple we need the batteries of the future NoW!!!! httptcoQjxG0DilPO	0
CNBCTV  Chromecast beats AppleTV aapl httptcouX3vYSzHhu	-1
Im learning all about Apple at Influenster! Apple httptcoCKyptDnrtg	0
RT mkschuster  apple why is my computer so slow	-1
CNBCTV Buy Apples pullback? httptconlu6irYKVL aapl	0
apple please make an iflipphone	0
RT smartoutsource1 Apple iPod lawsuit will reveal unseen Steve Jobs video httptconEF5qOGbHE	0
When a company is playing catchup it lost its innovation momentum Sorry apple httptcojSDeyIpnek via tomshardware	-1
Who knows someone that works or has worked apple in Cupertino? bayarea techies	0
Apple patents new tech that shifts iphones center of gravity during falls so it lands with minimal damages httptcoKeq4BpXQDU	0
 apple I dont think the 59 should be so close to the 00 when setting an alarm on an iPhone Many times I have fallen victim to this	-1
Is now a good time to switch to Apple iCloud Drive ? httptcoXdSZpusYWq	0
Way to stay relevant RT thehill Justice Department cites 18th century federal law to get Apple to unlock iPhones httptcomptcggWZO1	0
Update Apples HealthKit Seeing Early Adoptions AAPL httptcodtJI2hNtoq	0
All my Apps on apple ipodtouch5thgen httptcocRhwdbSxSx httptcoUNpPU4zrRq	0
losskitty Apple its always like that with new products from apple	0
styIesburn Apple DOIS	0
YouKantFindMe Apple kashka and clave own your mind	0
1 in 10 US iPhone 6 owners have now used Apple Pay  report  httptcoJkiQUH9i86	0
iPhone6 users complain to Apple Apple about front Wednesday 3 December httptcoPiCjZ3u6us	-1
Apple DonorsChoose BestBuy Help me reach my goal	0
nheagy apple needs to stop auto arranging the home screen and allow users to position apps wherever they want	-1
marxculture AppleUK Apple Yeh was thinking of doing exactly that Just wanna install decent unix on ok hardware amp live happily everafter	0
Apple I h8 everything about u	-1
im so pissed i plugged my phone in overnight but it didnt charge fuck u apple	-1
85 Ideas from 85 Years Microchips google  Walmart apple junk bonds the Pill and Singapore make the list httptco515obKajDK	0
WTF Apple synching notes or iCloud pages is unusable It used to be easier	-1
RT dbreeeezy so with ios8 u can delete a contact but its not actually deleted fml fuck u apple	-1
media reports say that Apple is hiring pros from the fashion and retail industry  wearabletechnology is fashion httptcoIVWpWzgUp7	0
Apple why isnt there an otter emoji	0
"RT JPDesloges How Apple Will Boost Profits During the Holiday Quarter and Beyond AAPL aapl
httptcolHsL5ORJS7"	0
RT Jamelia Dude apple is all over the marketing for beats They have a great marketing team at apple	1
twitter facebook AlibabaTalk google Apple n more in race to win payments? Whats future of payments startups? microsave FinTechHub	0
RT jopocop BloombergTV  SteveJobs Testimony to Play Key Role in iPod Trial httptcovVRrZZMUdL aapl	0
1st quarter ? RT MsBiAnCaBiSa MhDaDon Apple next year	0
another fucking software update? really? apple	-1
emilymahon nosheenh2oo9 Apple shut the hell up	-1
So so sooooo annoyed Did the restore from my back up and lost my voice mails I needed to keep those Thanks a lot apple	-1
apple fix yourself httptcol1VsGFaQib	-1
apple stevejobs iTunesMusic yooo fam its been 48 hours wheres my email back I need that JColeNC album when it drops	-1
"AppleDec 9 Trading Daily Profit 348sh Weekly Profits of 626sh  aapl Stockaction trading Stocks MKt  
httptcoUWiS8GwJ17"	0
WearableDevices To Consumers  Youre Putting Me On  httptco2eSSgN5Wsv IBDNews via IBDinvestors  aapl nke grmn amba invn	0
angelicaxpham does it look like i fucking have 12 days apple	-1
sashametro Its the iupdate process that is so incensing what rubbish Hopefully apple will be irrelevant again soon	-1
"Apple MacBook ?94986
httptcof5IHhOnzHM
officenerd apple
tech httptcodWX2Q7sS6F"	0
RT FrankThePilot can we get a touch screen macbook apple	0
Mark Zuckerberg Slams Tim Cook You Dont Care About Your Customers fb aapl httptcoHWDmpRoIgT httptco58j6KPMIlI	-1
Check out our Founder gernieb views on Apple amp facebook EggFreezing benefits for female engineers httpstcovHZ1RcNWru WomenInTech	0
Safari just crashed on me and I didnt have any tabs open wtf apple	-1
xcode AAPL  source kit crash in swift  getting annoying now	-1
I love my phone so much thank you based god apple	1
justinbieber apple get on it	0
New apple problem At airport Boarding pass on phone Held up to scanner at security and my ApplePay credit card takes over screen	-1
RT spencerescott Have Apples iPad Sales Peaked? AAPL httptcozDUTviV8ys	0
"Apple Kantars Data Points To A Huge December Quarter AAPL aapl
httptcokQvqbBr5Aa"	0
more* fuck you iphone apple	-1
SwiftKey Apple too bad all third party keyboards on iOS are buggy as hell and therefore completely unusable Undeserved	-1
"APPLE  Fibonacci Technicals Levels  LAST  Intraday  Update  AAPL aapl 
httptcoOeYEqn72er"	0
the fuck kinda gay shit you print in the fucking ketosis apple	-1
apple apple iphone iphone iphone4s iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS	-1
I hate you so much apple macs	-1
Apple Inc vs Google Inc The Battle Of The Tech Giants httptcoeQx6S6fxtP AAPL	0
JMP Securities Thinks Apple Inc Is Going to 150 Time to Sell? httptco0K1VgDqHqE AAPL	0
Attention apple! Your free iPads would go faster if your emails didnt go straight to junk folders sortitout	-1
umogames Apple thanks for the info Genius was able to get the computer booted by forcing the discreet video card on boot	1
Why Apple Needs China to Love the AppleWatch AAPL httptcopsajA2okfM via themotleyfool Wearables WearableTech Apple	0
"apple to expand retail in India by opening 500 new stores

Apple httptcorzhMzoQE1v"	0
RT HorseshoeBmore Holiday Giveaway! To ensure you stay in touch on the go ck out brands like Apple amazon httptcoEhR3sX3DJG	0
renoxalex Apple so sick tacobell is petitioning for one	0
So Which PromoProduct suppliers carry brandable Apple compliant adapters? HeadsAreGoingToRoll	0
Apple iSchool? httptcoqpDxDpX3Qj education applenws	0
Very displeased with the lack of BDSM themed Emojis Apple Android	-1
Every time I change keyboards this come up Like wtf apple get your shit together httptcoA9cimyYod8	-1
My iPod touch case 5 apple ipodtouch5thgen httptco8H6UXnwx9P httptcoPzaZYtxpGX	0
RT pambesteder TeamCavuto Apple At this point its not anger Its simply a manifestation of stupid	-1
sashametro mayhembcn apple happy to helpif u use kind words  Using apple process is free and fast httptcoqQGQokjaxE DM with ?	1
Its been said dont talk about politics But I cant take it anymr Ill still post about cisco apple and others But we need change	0
still cant merge multiple appleids apple fail httptco5BNAihk58p	-1
JMP raises Apple price target to Streethigh 150 on exceptionally strong Apple Insider AAPL 11549 0 httptcoqbgp7vm6Re	0
I will definitely think carefully in the future about buying something from itunes if apple Support cant even tell me whats going wrong	-1
Is It Time to Buy the Dip in Apple Inc Stock? httptcoyDiX7wZOLP AAPL	0
yall chargers weak yall needa make iPhone charger otterboxes for the cord apple	-1
JuicyPotato Apple tbh annoyed with apples shit at the moment	-1
My iPAD is playing disgusting music and I cannot make it stop HELP! apple	-1
apple howwhy did my iCal undo 6 months of entries related to recurring date entries? they all reset to pay CC i had changed to amnt	-1
apple you suck	-1
Our new Technogym treadmills getting assembled Could only be better if Apple CarPlay was compatible httptcoC406UvH1uK	0
apple greatservice thanks for helping me out sylvester	1
Disgusted with apple advertising for the iPad air falseadvertising nono	-1
pill0wtalk well dey need one get on it apple	0
Typo Launches New iPhone 6 Keyboard Avoiding Previous BlackBerry Lawsuit iOS Blog httptcoM431nBVAAX AAPL	0
apple fuck yo shit	-1
"Russia Could Ban Apple Inc iPhone For Lawmakers  ValueWalk httptcoQHgO1Ncbgr AAPL tech

For reverse security reasons"	0
Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech Mac Blog httptco88VJAjePI4 AAPL	0
ITS NOT LIKE THE APP COSTS MONEY JUST LET ME DOWNLOAD IT APPLE	-1
RT huffpostgay Apple CEO Time Cook gets a unique honor in his home state of Alabama httptcoTDRfmjsV7L	0
Apple YH News Apples antitrust lawsuit may not have any plaintiffs The lawyer suing Apple for antitrust may  httptcohNuWafq0sI	0
had android chargers for years amp theyre still top tier please keep up Apple	-1
"RT BigBlindz BlackBerry wants your iPhone and will pay for it
httptcoydpQJKKfvM
 bbry bbry blackberry iPhone aapl aapl"	0
Is Apple The Most Important Stock On Earth?  httptcoI5DCA8DagG aapl httptcoQk9EPOOmhl	0
TeamCavuto JustinRaimondo Apple its you	0
RT CNET Apple pioneer Bill Fernandez on Google Glass Oculus Rift and the look of the future httptcoYSvkfs1h6a innovation	0
Why is it so hard to reach  buy Suicide Squad comics at apple store in Turkey? apple DCComics AppleTurkey	-1
Its Sunday night wanna watch COMET online? If youre an apple person then just head on over to itunes httpstcoxTwFKIAHZV	0
Forget Apple Here Are Better Tech Stocks to Buy  The Motley Fool aapl httptcodrJdIvOtxu	-1
No at typo changing my words Get it together apple	-1
Rumors Surface for Apple Apple iPhone6S and iPhone7 in 2015 Wednesday 3 December httptcoErwYTy3heX	0
BloombergTV  iPod Trial Consumers Had Other MP3 Options Gauna httptcoyNfVXKsnda via BloombergTV aapl	0
More expensive Apple products failing after less than 18 months  No warranty no recourse Why is it we buy this junk again?	-1
RT RatingsNetwork Apples PT raised by Citigroup Inc to 13500 httptcoLNHaOfRxU2 AAPL AAPL	0
RT emilymahon nosheenh2oo9 Apple this is my most favorite tweet	1
Ive been considering suing apple for putting that shitty U2 album on my phone	-1
apple has caused me so much pain today	-1
Is Apple Inc Losing the 5 Billion EdTech Market? httptcouc6KDLEFLM AAPL	0
TeamCavuto Apple A protest should not show any form of violence because violence is very destructive httpstcoDvTwIh8MdV	0
hey apple fuck you just let me change stores	-1
"Even MORE reason for Apple to stop using benzene in its manufacturing

httptcoNjdYqwfVAE"	0
Whoever downgrades from a iphone 6 to a 5S obviously doesnt understand the extra 20 battery life Every morning my 5S is dead apple	-1
Im so done with this piece of shit phone why doesnt it ever send me notifications when taylor tweets fuck u apple	-1
Great piece from howardlake on apple amp the new RED app store  profits from exclusive content go to GlobalFund httptcoXpOzPTnWSV	1
Just got the iPhone 6 apple	0
US Government Attempts Hail Mary to Get Apple To Unlock iPhones aapl httptcoEzUsCC5ZgI	0
I hate these apple earphones so bad Why in the world did they think it was a good idea to p httptcoX7lIGAQeG5 httptcoihR2OGZa6s	-1
RT SFBJNews Here are SFBJEditor 5 things to know today including who is hoarding the Apple iPhone6 httptcolwacRDp3vU	0
iPhone6 6 Plus Availability And Wait Time Update Apple Apple Store Verizon  Sunday 7 December httptcoedyMMWIYeN	0
EMMagazine Apple How about showing us also in Sonar X3Ableton LivePropellerhead ReasonReaper and MixCraft	0
my phone is so slow now that i updated to ios 8 im so angry apple fix this	-1
NO CALLER ID must be able to be BLOCKED on AppIeOfflciaI products applenws apple Apple iPhone6 iPhone6Plus	-1
Lol fuck you Im still not buying a new one Apple httptcoXHqOVbNfZK	-1
Help? 4s wont sync doesnt even give option w latest itunes Tried fixes I found no bueno Thoughts? apple techsupport	-1
MacBook Pro 13   Nonretina First Startup httptco9l6RK2OLq2 via youtube apple macbook macbookpro startup hipster	0
Apple can you please make a charger that actually last	-1
TheStreet  Apple Gets Price Target Boost on Back of Strong iPhone Demand aapl  httptcof2qTGIBDDq	0
OneRepublic Apple Maximally concentrated Brent 	0
apple nike BlackDollarsMatter An Open Letter to the Companies That Support LGBTQ Marriage EqualityCivil Rights httptcoF2uslRVbBc	0
Its just dawned on me that Ive probably spent more on replacing frayed  non functioning Iphone cables than Ive spent on iPhones apple	-1
iPhone chargers can suck my ass apple disappointed	-1
AAPLOne Of Apples Earliest Employees Describes The First Time Steve Jobs httptco4E0xzglORa	0
had soo many iPhones and never had a problem smashed 2 screens in 3 months with this 6 apple u can suck my balls	-1
okay so now the sound to my phone is messed upI really think youre doing this on purpose apple	-1
Apple to Host Free Coding Workshops in Stores httptcojqAciR5UrY	0
apple apple corporate raiders selling weak products that stop working within weeksampapple gets out of warranty by claiming dampness	-1
Details of the Apple Inc iPadMini4 Revealed  The Motley Fool aapl httptcorDTJniTaUs	0
No Apple dont remind me tomorrow Just fing TELL ME what the updates you want to install actually ARE	-1
AAPLApple heads to trial with Steve Jobs as a witnesshttptcoqq3XcPJPTk	0
